text;tone
"Всей семьёй проходим тут многих докторов. Сына наблюдаю у педиатра на протяжении 5-и лет. Цены намного ниже, чем в клиниках другого города. Приветливый персонал и чистота в клинике всегда, при каждом нашем визите.
                        ";1
"Полтора года наблюдаемся у ЛОРа в этой клинике, и так же делали внуку операцию на удаление аденоидов, по совету лечащего ЛОРа в поликлинике. Операцию делали по квоте, ждали очереди месяц всего. Лежали в стационаре, большие порции хватало на двоих людей, в палате было две кровати. Администраторы вежливые и приветливые, запись за неделю. Чистота в клинике идеальная.
                        ";1
"Несколько лет наблюдаемся в этой клинике всей семьей, ребенка 3 года привожу к педиатру, муж делал рентген в этой клинике, всегда все вовремя, и достойно. Чистота в клинике и атмосфера. В кабинете есть игрушки для деток, это их отвлекает.
                        ";1
"Как-то подруга посоветовала мне обратиться в эту клинику, сказала, что тут очень грамотный ЛОР работает. Моему сыну нужно было делать операцию по удалению аденоидов. Операция прошла успешно, после первого визита сразу, под общим наркозом. Ребенок находился после сутки в стационаре, было и питание, и осмотр во время нахождения в стационаре. Так что клиника мне понравилась профессиональным подходом и заботой о пациентах маленьких.
                        ";1
"В эту клинику приехала только ради врача Павлинич, очень рада, что нашла его, хороший специалист. Записалась на той неделе на удобное для меня время, прием начался в назначенный час, стоимость приема 2600, примерно как и в других клиниках. В клинике чисто и опрятно, персонал тоже хороший работает на ресепшн.
                        ";1
"Мы из Камчатки, прилетели с сыном 5 лет, чтобы сделать операцию на аденоиды к ЛОРу Шереметьеву Михаилу Владимировичу. Врач отличный, все прекрасно провел, вошел в положение. Лежали в стационаре после операции, где-то до 18:00, отдали 2500 за это, конечно, дороговато, с учетом того, что палата на троих. И не понравилось отношение медперсонала, когда ребенок очнулся, сказал, что у него болит носик, я попросила позвать врача, на что мне сказали: ""Ну вы же после операции, это нормально"". Врача все же позвали, все хорошо, но хотелось бы повежливее немного обращения. За операцию отдали вместе с анализами примерно 80 тысяч, и уже рекомендую врача своим друзьям. В клинике чисто и аккуратно. Все сделали быстро.
                        ";1
"В этой клинике уже давно лечу свою дочь и сама прихожу к врачам, была у терапевта и ЛОРов. У ЛОРа была у молодого и взрослого, все-таки для себя выбрала опытнее специалиста. Педиатр у нас самый лучший в городе, нам с дочерью очень нравится. Приемы в клинике иногда с задержкой, но это был период КОВИДа, поэтому можно понять. Цены дороже чем в других, но мне удобно расположение клиники!
                        ";1
"В клинику обратился для установки холтера. Для дальнейшего проведения операции на кишечник. Цены конечно дорогие для приёма, но куда деваться, нужно проходить врачей и лечиться все-таки. Удобно, что запись можно сделать на повторный прием сразу же после прохождения врача.
                        ";1
"В клинику не обращались, пока не столкнулись с проблемами у ребенка, по совету знакомой и проверке отзывов на портале ПроДокторов обратилась к педиатру, и в оперативном порядке удалось записаться на прием. Врач квалифицированный и подробно все рассказал по проблеме ребенка. Живу рядом с клиникой, поэтому добираться удобно вполне для меня. Чистота и улыбка персонала порадовали.
                        ";1
"В клинику я пришла по совету моего знакомого, который ходит на постоянке к мануальному терапевту здесь. Я ожидала, конечно, немного ниже цены на услуги, нежели которую мне озвучили по окончании приема, но что поделать, главное, что мне здесь помогли. Возникла небольшая проблема с ожиданием кассира, пришлось ждать её, по окончании приема, ее не было на месте. И в холле немного душновато было. По чистоте, времени ожидания нет замечаний.
                        ";1
"В клинику записала меня моя бабушка, обратилась я сюда по рекомендации осмотра у офтальмолога. Осмотр был просто для подтверждения хорошего зрения и получения справки. Перед визитом может и обзванивали меня, был звонок с незнакомого номера, но я не беру трубку с неизвестных номеров, поэтому не факт, что с клиники звонили с предупреждением о приеме к врачу. Цены дешевле сейчас нигде не найдешь, поэтому меня вполне устроила цена 2000 р. за прием к офтальмологу. Нравится, что в клинике приветливо встретили и чистота во всех помещениях, где я была.
                        ";1
"Моему сыну в этой клинике делали операцию по удалению аденоидов, мы сами из Находки, приехали по направлению, клиника очень понравилась, операция прошла хорошо, один день лежали с сыном в стационаре, палаты хорошие, на 4 человека, каждая кровать отдельно, питание входит. Сегодня были на повторном приеме, у ребенка все зажило, прием стоил 1800. Администраторы хорошие в клинике.
                        ";1
"Изначально пришел на прием к терапевту, по вопросам сахарного диабета и подагры. Тщательное обследование врача и отношение очень радует в этой клинике. После того, как появилось покраснение глаз, порекомендовали обратиться к офтальмологу, который прописал курс лечения месячный и выписал рецепт на ношение очков и покупку. Цены в клинике средние, мне вполне нравится. Жаловаться не на кого. Удобно кстати приезжать на личном транспорте, так как у торгового центра есть своя парковка, где всегда есть куда припарковать машину.
                        ";1
"В эту клинику обращаюсь уже несколько месяцев, прихожу к гинекологу, врач мне очень нравится, компетентный специалист. Также здесь можно на месте сдать все анализы, мне удобно, что клиника находится около моего дома. Администраторы всегда все быстро и вежливо делают. Приемы начинаются по записи, без задержек.
                        ";1
"В клинике наблюдаюсь сама у многих врачей, так же и детей наблюдаю своих у педиатра. Если рассматривать клинику по ценовому сегменту, то цены средние по городу. Плюс клиники в том, что она находится на 2-х развязках, что удобно для подъезда с любой стороны города. Есть большая парковка рядом с торговым центром, всегда есть где оставить личный автомобиль, на котором, собственно, и добираемся до клиники.
                        ";1
"Я делала МРТ головного мозга тут. Микроаденома была в 2018 году. 7700 р. стоила услуга и длилась примерно час в общем. В кабинете при МРТ было комфортно. Медсестра не смущала. Завтра будет готов результат. Я впервые в клинике, искала флюорографию сделать, нашла МРТ.  В клинике комфортно и чисто. Немного потерялась, когда искала вход в клинику.
                        ";0
"Я была на приеме у врача-ЛОРа с отитом, мне нужно было срочно. Поэтому цены даже не спрашивала в других клиниках. Прием начался вовремя, как и записывалась, врач компетентный и назначил лечение, в клинике чисто и уютно.
                        ";1
"В клинике наблюдаюсь на длительном протяжении времени. Цены на услуги считаю оправданными, такой труд таких специалистов должен быть достойно. Чистота клиники на высоте. Отношение администраторов приятное.
                        ";1
"Удобная запись в клинике, перезванивают и подбирают удобное время после оставления заявки, прием вовремя всегда, записываюсь к гинекологу за пару дней. Я пришла в эту клинику именно за этим врачом - Александровой, очень нравится специалист. По стоимости прием в принципе одинаковые, разница в 100-200 рублей, вторичный прием дешевле есть. В клинике мне нравятся и обстановка, и чистота. Приезжаю на такси чаще всего, доехать можно доступно. Администраторы вежливо и быстро все делают.
                        ";1
"Раньше мой муж ходил сюда, лечился у терапевта. Поэтому о клинике была наслышана от супруга. Сейчас я обратилась с сильными приступами кашля. Прописали лечение и повторный прием помле курса лечения. Цены нормальные, моя зарплата позволяет пользоваться такими услугами. Доступность клиники с большой парковкой мне лично нравится.
                        ";1
"4 месяца назад делала операцию на нос, у ЛОРа в этой клинике, все прошло хорошо, сдавала все анализы перед операцией, анестезиолог делал наркоз, все прошло отлично, 2 дня в стационаре была, палата на троих, можно огородиться шторкой друг от друга, ванна и душ в палате, есть кнопки вызова, медперсонал хороший, питание не самое лучшее, но терпимо. По стоимости 250 за операцию, стационар и лекарства 30 тысяч примерно вышли. Сейчас повторные приемы у врача 500 р. По чистоте клиника хорошая, но дорогая, в других дешевле, но и не такое отношение. Все очень красиво. Оборудование очень современное, не везде есть такое.
                        ";1
"В этой клинике наблюдаемся у врача ЛОРа хирурга. Только ребенка наблюдаю тут. Прием к ЛОРу стоит около двух или 4-х тысяч рублей. Клинику считаю недешевой. Врач решил нашу проблему, сейчас просто наблюдаемся у него. У сына ухудшался слух из-за плохой вентиляции. Запись в клинику проходит с предложением удобного времени для меня. Запись всегда заранее. Запись примерно за неделю. Есть детский уголок на входе.
                        ";1
"Мы приехали из другого края на прием к гинекологу, на прием записалась за 2 недели на прием, прием начался вовремя, по стоимости не сравнивала, отзывы читали на ""ПроДокторов"", все соответствует действительности. Прием стоил первый 2200, повторный 1300. Администраторы вежливые, врач приходит и проводит к кабинету, все стерильно и чисто. В туалетах чисто и аккуратно. Админы пояснили о местоположение клиники, рассказали как найти.
                        ";1
"Если рассматривать клинику в ценовом сегменте, то здесь цены на услуги всех специалистов на порядок ниже других и не на 100-200 рублей, а на 1000 рублей. При этом профессионализм врачей на высоте, их отношение на высоте. Я лично наблюдалась у репродуктолога и сейчас прихожу на приемы к гинекологу для наблюдения по беременности. Врач-гинеколог на связи постоянно, записаться можно практически напрямую через неё.
                        ";1
"Наблюдаемся с 2-мя детьми в этой клинике на протяжении долгого времени. Были у 2-х педиатров, у ЛОРа и каждый прием нам нравится. Квалифицированные врачи и приятная обстановка в кабинетах располагает. Звонить сюда можно и записываться хоть ночью, всегда принимают. По ценовой категории клиника находится в середине, не дорого и не дёшево.
                        ";1
"Мне эта клиника очень нравится, я наблюдаюсь у врача гинеколога, она ведет мою беременность, также УЗИ в этой клинике делала, все приемы вовремя начинаются, в клинике чисто и аккуратно. Персонал компетентный и вежливый. Парковка у клиники есть, расположение хорошее.
                        ";1
"Я пришла в клинику на МРТ головного мозга и шейного отдела. 9000 руб. вышло за всё. Манипуляция длилась 45 минут. Прошло все спокойно. Мне было нормально. Результаты будут на следующий день. Медсестра проводила МРТ. Случайно получилось, что попала в клинику.
                        ";1
"В эту клинику приезжаем с ребенком уже не в первый раз, очень нравится, что всегда могут срочно принять, врачи тоже мне нравятся, я и сама у кардиолога была ранее на приеме. Сегодня были у педиатра - молодого, но очень хорошего специалиста, прием 1500 стоил. Доктор нам помог. В клинике чисто и оперативно все, вежливый персонал всегда.
                        ";1
"Эта клиника близко к нашему дому находится, я еще три года назад приходила сюда со старшим ребенком, сегодня была с младшим. Наблюдались у педиатра и капельницы делали, врачи уболтали, говорили находили подход, сегодня была с младшим, ему два года, тоже укол делали и на прием пришли, все понравилось, врач тоже хороший. Прием стоил 1500 и укол 388. Приходим по факту, приняли быстро. Прием вовремя начался, администраторы быстро все оформили. В самой клинике чисто и аккуратно. Есть уголок детский.
                        ";1
"Мы удаляли аденоиды ребёнку. Все понравилось. Лежали с сыном пару дней. Отношение замечательное, были очень внимательны к нам! Спасибо огромное нашему врачу Ефимовой Елене. Санитарочке Нели Ивановне - такая внимательная, добрая. Было приятно и уютно лежать у вас!
                        ";1
"Нужна была конизация шейки матки (дисплазия 2 ст). Предварительно долго и мучительно готовилась в поликлинике по месту жительства, собрав все необходимое пришла на госпитализацию, а там наговорили еще кучу анализов, включая повторить детские прививки. В итоге посмотрела первую приличную клинику, позвонила и сразу поехала. Очень понравилась врач Анастасия Владимировна. Внимательно выслушала и осмотрела, проверила все анализы, и мы стали ждать нужного дня цикла. В нужное время приехала на операцию. Удобная уютная палата с телевизором. Периодически подходили врачи, анестезиолог. В операционной чисто, аккуратно, молодой персонал. Хороший наркоз, моментально подействовал, когда проснулась, как будто ничего и не было. Хорошая женщина в палате, наверное сестра-хозяйка. В общем, все прошло отлично. Кстати, по поводу цены, вначале показалось дорого, но помониторила другие клиники, цена хорошая, адекватная.
                        ";1
"Обратилась к гинекологу Александровой Анастасии Владимировне. Очень хороший специалист, всем советую - помогла решить мою проблему.
                        ";1
"Я дважды посещала эту клинику, ходила к гинекологу и к ЛОРу. Выбрала это учреждение, потому что надо было попасть к конкретному доктору. Отношение персонала было замечательным, очень доброжелательные сотрудники на ресепшен и сами врачи. Считаю, что всё по высшему классу, в регистратуре очереди не было. Мне кажется, что в клинике всё отлично, отдельно отмечу, что там есть туалеты для пациентов, что очень хорошо. Единственное, без сопровождения самого врача очень сложно было бы найти кабинет, но думаю, что здание на это и не рассчитано, пациентов провожают. По моему мнению, в помещении комфортная температура, стоит кулер с водой, есть диванчики и зеркало. Оба раза я расплачивалась безналично. Конечно, я рекомендую эту клинику, потому что там очень хорошие специалисты!
                        ";1
"Так вышло, что были вынуждены удалять ребёнку аденоиды. Удалял нам замечательный доктор Шереметьев Михаил Владимирович. Очень внимательный, вежливый и приятный доктор. Уделял максимум внимания ребёнку, объяснял все подробно и ясно. Анестезиологом был Никита Сергеевич, также очень понравился. Очень нежный был с ребёнком, на операцию и с операции принёс ребёнка на ручках (т. к. ребёнок испугался каталки). И хочется выразить огромную благодарность менеджеру Александре! С начала и до конца операции сопровождала нас во всех вопросах, помогала с анализами и палатой. Приходила, интересовалась, как чувствует себя малыш, так же как и Михаил Владимирович, и Никита Сергеевич. Это лучшая команда, которую я видела. Ребята, спасибо вам большое. ?
                        ";1
"После операции провела в стационаре 10 дней. Все это время была окружена заботой и вниманием всего персонала. Врачи готовы обстоятельно отвечать на вопросы, медсестры быстро, хорошо и внимательно выполняли все назначения, в случае необходимости оперативно связывались с врачами и принимали меры, девочки всегда готовы помочь, ночью уронила пульт от телевизора, сестричка примчалась проверить, все ли в порядке. И особое спасибо Нелли Ивановне, в то короткое время, что она приносила еду в палату, всегда находила какие то слова поддержки, которые порой так нужны. Несмотря на то, что послеоперационный период для меня был непрост, впечатления остались самые хорошие.
                        ";1
"Профессионализм врача-невролога (Павлинич). Человек за 19 лет стажа научился только за 10 минут и 2500 рублей выписывать диагноз самого общего вида, вида, с моих слов (а он и так очевиден - потеря равновесия, головокружение), отравлять на КТ мозга и выписывать бетасерк и витамины. Потом, получив КТ, радостно заявить, что инсульта нет, ну и ладно, мол (за это еще 2000 р). То, что идет 4-й день, а мое состояние от витаминов лучше не стало, его, конечно же, не интересует. То что я, может, теряю драгоценное время, [...], он уже и не помнит. [...].
                        ";0
"Поступил в больницу с нарушением зрения на оба глаза. Больницей была оказана экстренная помощь. В ходе лечения наблюдался у врача Боровская Елена Александровна за её труд большая благодарность и низкий поклон. Также остальным врачам которые принимали участия в моём лечении. Отдельная благодарность всем медсестрам у них золотые руки (когда они ставили капельницы и делали уколы я даже не ощущал проколов от игл) . Нянечки в больнице очень ответственные и доброжелательные всегда спросят нуждаетесь в чём либо поддержат добрым словом и выслушают Вас особое спасибо и поклон Нели Ивановне. Палата в которой я лежал достойна уважения в ней есть всё для комфортного лечения в больнице.
                        ";1
"Постоянно обращались к окулисту Елене Александровне. До неё обращались с мужем в несколько клиник, везде говорили невероятные вещи - то роговица отслаивается, то дырки в сетчатке и все предлагали операции. Елена Александровна ни дырок, ничего ещё не увидела (и мы ей верим). Теперь вожу к ней внуков. Сейчас ещё записывалась к гинекологу Надежде Александровой - невероятно позитивный врач, говорит по делу, не пугает, что нужны операции, как в других клиниках. Куда не пойдёшь, все хотят что-то подшить и подрезать. И ещё - появилась новая девушка на ресепшн - Анастасия (кажется, Николаевна), очень нравится - спокойная, аккуратная, всегда приветливая и знающая. Пять лет приходим в ФАЛЬК, такой милой девушки ещё не встречали.
                        ";1
"Ребёнок заболел инфекцией, как реакция на вирус увеличились аденоиды, решили проконсультироваться с ЛОР-врачом. К сожалению, [... ] отсутствовал и попали на приём к Шереметьеву. С первых минут приема возник дискомфорт, с ребёнком никакого особого контакта установлено не было. Я сама врач, и я иногда с трудом понимала, что он хочет сказать (самое главное - при 2-й степени увеличения аденоидов (что не требует оперативного вмешательства) , он настоятельно рекомендовал и дал нам все бланки и списки подготовки к аденоидэктомии (операции) , причём возможность сделать операцию по полису была сразу же высмеяна (""это для неимущих"") , Вам только за 70 тысяч, но дело не в деньгах! А в том, что доктор наживается на здоровье маленьких деток! И с его слов - такую операцию во всем Владивостоке делает только он один, не успевая заполнять нам карту приема - он, не имея большого опыта, [... ]. Благо риноскопия с фотофиксацией! И нам Корнев подтвердил 2 степень аденоидов, не требующую оперативного лечения! Кроме того, операцию Шереметьев проводит особым [... ] методом с большой кровопотерей и длительным реабилитационным периодом! Кроме того, операция имеет ещё и последствия для формирования речи ребёнка, понятно, если есть абсолютные показания! У нас их не было, но на аденоидэктомии за 70 тысяч именно у него - доктор настаивал! Повторюсь, для нас - дело даже не в деньгах, приоритет - сделать все, чтобы ребёнок был здоров и счастлив! Лечитесь у профессионалов! Остались невероятно довольны доктором и корифеем своего дела Корневым Дмитрием Анатольевичем!
                        ";0
"Мне 58 лет, и я решила сделать прививку от ковида именно в этом медучреждении, так как слышала о профессионализме сотрудников. Хочу сразу сказать, что такого внимания и заботы я не встречала нигде! Прививалась я дважды, и оба раза врачи осмотрели меня, замерили температуру, давление, сатурацию. Дали практичные советы в отношении общего здоровья. Объяснили, что делать, если возникнут осложнения. Хочется придти сюда ещё раз!
                        ";1
"Записаны на КТ на 10:30, по итогу на ресепшн настолько неорганизованная девушка, что была большая очередь и попала я на КТ только в 11:30. Отношение хамское что на ресепшн, что в кабинете КТ, как будто я им денег должна, смотрят исподлобья [...].
                        ";0
"Я, Караганова Наталия, оперировалась 22 сентября 2021 года и хочу выразить огромную благодарность всему персоналу клиники «Фальк Медикал»! Медсестёр - очень качественно и доброжелательно отнеслись! Благодарность врачам и в особенности, конечно, Апанасевичу Владимиру Иосифовичу! Золотой врач, профессор! Я настолько была спокойна и уверена, что я в надежных руках. Коллектив и сама клиника - все на высшем уровне! И сервис, и доброжелательное, чуткое отношение! Спасибо вам за ваши золотые ручки и ваше отношение - это ведь так важно в таких ситуациях!
                        ";1
"Лечусь в данной больнице с открытия, уже на протяжении 7-8 лет. За все время все устраивает, нет вопросов. В этой больницы лечился начиная от простой простуды, заканчивая несколькими операциями по ЛОР показания (септопластика - выравнивание носовой перегородки, гайморотомия - удаление кисты околоносовой пазухи). По сей день наблюдаюсь, периодически прохожу обследования и медкомиссии. В общем доволен всем, и буду и дальше продолжать наблюдаться в ""Пасифик Интернешнл Хоспитал"".
                        ";1
"Напишу коротко. Обострилась желчнокаменная болезнь, тысячекоечная больница не приняла по направлению из-за т. н. карантина. Пока суть да дело, на выходных случился приступ и потребовалась экстренная операция. В ""Пасифик Хоспитал"" оперативно вызвали специалиста, провели операцию, положили в свой стационар.
                        ";1
"Очень понравилось обслуживание. Сотрудники регистратуры быстро и вежливо оформили все необходимые документы. Прием начался вовремя. Кабинет врача оборудован современной медицинской техникой. Доктор выслушала и внимательно осмотрела папу. Подобрали ему две пары очков для дали и для чтения. Назначили необходимое лечение. И я, и папа остались очень довольны обслуживанием в клинике и высоким профессионализмом офтальмолога Боровской Елены Александровны.
                        ";1
"Хочу выразить огромную благодарность дружному тандему репродуктолога Щербавской Э.А. и эмбриолога Логиновой Е.В. Наконец-то благодаря их совместным усилиям я смогла осуществить свою 5-летнюю мечту забеременеть. Сколько было потрачено нерв и денег в других клиниках, даже говорить не хочется. И только здесь благодаря грамотному подходу и умелым ручкам этих замечательных специалистов, чудо произошло! Спасибо Вам огромное, удачи и успехов в Вашей благодарной и самой лучшей профессии! Я ощутила в полной мере заботу и искреннее сопереживание с Вашей стороны! Рекомендую всем отчаявшимся попасть в руки этих волшебниц!
                        ";1
"Я обратилась в данную клинику для удаления инородного тела из гайморовой пазухи эндоскопическим методом. Операцию провел Шереметьев М.В., послеоперационные манипуляции провел быстро и безболезненно. После операции навестил в палате, узнал о самочувствии, кратко рассказал, как прошла операция. Доктор - профессионал! Очень ему благодарна.
                        ";1
"Вызывали врача взять тест на ковид папе. Так как температура была высокая, решили не вести его никуда, а вызвать врача на дом. Стоила услуга  6500 рублей. Как я поняла, ожидание 2 дня, в крайнем случае 4, если будет очень сильно загружена лаборатория. Все сделали, прошло 4 дня, и каждый день я слышу: не готово, позвоните завтра. Позвоните завтра. Попробуйте в обед позвонить, попробуйте вечером. Але? Вы серьезно? Насколько я знаю, в поликлинике делают на следующий день, максимум 2 дня. А тут «Фальк». Отвратительное отношение с этими звонками, как попугай сидишь и названиваешь в «Фальк». Прислали на 5 день после взятия мазка, в итоге. Вся эта ситуация больше напоминает какой-то развод на деньги. Какие результаты через такое количество дней? Если человек — сердечник, и нужно как можно скорее начать лечение, как я считаю.
                        ";0
"05/01/2021, делала КТ в ""Фальке"" по направлению из поликлиники (бесплатно). Персонал вежливый, все прошло быстро и без очередей.
                        ";1
"Очень ужасное медицинское учреждение. Сделали КТ в понедельник, результат только в четверг (без снимков? Где снимки?). За это время у человека может болезнь прогрессировать. Более 40 минут не могли дозвониться до учреждения. Так и не получилось. Никогда и никому не посоветуем ""Фальк"". Более того, мы всех своих знакомых будем отговаривать, чтобы не вздумали туда обращаться. Полное неуважение к клиентам и неквалифицированные услуги. Бардак?.
                        ";0
"Ужасное отношение врачей к своей работе. 09.10.2020 делала МРТ органов малого таза. Предварительно обсудила по телефону, что заключение мне нужно срочно, пообещали, что это возможно. Помню, перед МРТ сказали, что, мол, результат будет готов только на следующий день после обеда, но все-таки пообещали, что можно подойти с утра. На утро результат был готов, что меня очень обрадовало. Когда прочитала заключение, сильно удивилась - о чудо, у меня нашли яичник, которого нет уже 23 года, а также бонусом 2 миомы. На следующий день я опять обратилась в ""Фальк"" за разъяснениями, что же за результат мне выдали. Со мной работала и подробно меня расспрашивала заведующая отделением, вежливо, внимательно изучая снимки на экране. Стало понятно, что не все так страшно, потом заметила, что половину диагноза убрали из заключения. Очень неприятно, что за свои немалые деньги получила вот такое заключение, которое могло привести к ненужной операции. Жаль потраченного времени и денег, ведь на обследование я приехала из Дальнегорска. Никогда не буду обращаться в ""Фальк"" и никому не рекомендую.
                        ";0
"Очень хорошее и доброе отношение персонала. Очень высокая компетентность.
                        ";1
